#,Source,Total Samples,Samples,Top Stall #1 (Type),Top Stall #1 (Samples),Top Stall #2 (Type),Top Stall #2 (Samples),Top Stall #3 (Type),Top Stall #3 (Samples),Avg. Warp Latency,Instruction Mix,Dependency-Attributed Samples,Live Registers
,textcoverage.glsl,,,,,,,,,
1486,%754 = OpLabel,,,,,,,,0,,,
1487,%767 = OpExtInst %void %1 DebugScope %129,,,,,,,,0,,,
1488,%768 = OpExtInst %void %1 DebugLine %33 %uint_106 %uint_106 %uint_0 %uint_0,,,,,,,,0,,,
,if (points[i] == SENTINEL) // contour restart,1522,Long Scoreboard,588,Wait,335,Not Selected,300,0,,,25
1489,%766 = OpLoad %uint %i,,,,,,,,0,,,
1490,%770 = OpAccessChain %_ptr_StorageBuffer_uint %_ %int_0 %766,,,,,,,,0,,,
1491,%771 = OpLoad %uint %770,814,Wait,315,Not Selected,268,Math Pipe Throttle,163,124.26289926289927,4,588,24
1492,%773 = OpIEqual %bool %771 %uint_2080406528,694,Long Scoreboard,588,Not Selected,32,Math Pipe Throttle,29,121.82539682539682,1,,24
1493,OpSelectionMerge %775 None,,,,,,,,0,,,
1494,OpBranchConditional %773 %774 %775,14,Selected,14,,,,,0,1,,25
1495,%774 = OpLabel,,,,,,,,0,,,
1496,%780 = OpExtInst %void %1 DebugScope %776,,,,,,,,0,,,
1497,%781 = OpExtInst %void %1 DebugLine %33 %uint_108 %uint_108 %uint_0 %uint_0,,,,,,,,0,,,
,i++;,,,,,,,,,,,
1498,%779 = OpLoad %uint %i,,,,,,,,0,,,
1499,%782 = OpIAdd %uint %779 %int_1,,,,,,,,0,,,
1500,OpStore %i %782,,,,,,,,0,,,
1501,%784 = OpExtInst %void %1 DebugLine %33 %uint_109 %uint_109 %uint_0 %uint_0,,,,,,,,0,,,
,p0 = unpackHalf2x16(points[i]) - wpos;,431,Wait,173,Selected,126,Not Selected,102,0,,,26
1502,%783 = OpLoad %uint %i,,,,,,,,0,,,
1503,%786 = OpAccessChain %_ptr_StorageBuffer_uint %_ %int_0 %783,,,,,,,,0,,,
1504,%787 = OpLoad %uint %786,197,Wait,101,Selected,54,Not Selected,34,25,3,13,26
1505,%788 = OpExtInst %v2float %4 UnpackHalf2x16 %787,93,Selected,37,Wait,19,Not Selected,17,14,2,,24
1506,%789 = OpLoad %v2float %wpos,,,,,,,,0,,,
1507,%790 = OpFSub %v2float %788 %789,141,Wait,53,Not Selected,51,Selected,35,25,2,,24
1508,OpStore %p0 %790,,,,,,,,0,,,
1509,%792 = OpExtInst %void %1 DebugLine %33 %uint_110 %uint_110 %uint_0 %uint_0,,,,,,,,0,,,
,i++;,516,Wait,216,Not Selected,155,Math Pipe Throttle,125,0,,,24
1510,%791 = OpLoad %uint %i,,,,,,,,0,,,
1511,%794 = OpIAdd %uint %791 %int_1,516,Wait,216,Not Selected,155,Math Pipe Throttle,125,72.20930232558139,1,,24
1512,OpStore %i %794,,,,,,,,0,,,
1513,OpBranch %775,,,,,,,,0,,,
1514,%775 = OpLabel,,,,,,,,0,,,
1515,%800 = OpExtInst %void %1 DebugScope %129,,,,,,,,0,,,
1516,%801 = OpExtInst %void %1 DebugLine %33 %uint_112 %uint_112 %uint_0 %uint_0,,,,,,,,0,,,
1517,%799 = OpExtInst %void %1 DebugDeclare %796 %p1 %44,,,,,,,,0,,,
,vec2 p1 = unpackHalf2x16(points[i]) - wpos;,585,Wait,229,Not Selected,174,Math Pipe Throttle,100,0,,,26
1518,%802 = OpLoad %uint %i,,,,,,,,0,,,
1519,%803 = OpAccessChain %_ptr_StorageBuffer_uint %_ %int_0 %802,,,,,,,,0,,,
1520,%804 = OpLoad %uint %803,557,Wait,222,Not Selected,173,Math Pipe Throttle,100,72.18312387791741,3,0,26
1521,%805 = OpExtInst %v2float %4 UnpackHalf2x16 %804,18,No Instructions,7,Branch Resolving,4,Selected,3,0,2,,25
1522,%806 = OpLoad %v2float %wpos,,,,,,,,0,,,
1523,%807 = OpFSub %v2float %805 %806,10,Selected,6,Wait,4,,,0,2,,25
1524,OpStore %p1 %807,,,,,,,,0,,,
1525,%809 = OpExtInst %void %1 DebugLine %33 %uint_113 %uint_113 %uint_0 %uint_0,,,,,,,,0,,,
,i++;,62,Wait,28,Selected,20,Not Selected,11,0,,,25
1526,%808 = OpLoad %uint %i,,,,,,,,0,,,
1527,%811 = OpIAdd %uint %808 %int_1,62,Wait,28,Selected,20,Not Selected,11,8,1,,25
1528,OpStore %i %811,,,,,,,,0,,,
1529,%817 = OpExtInst %void %1 DebugLine %33 %uint_114 %uint_114 %uint_0 %uint_0,,,,,,,,0,,,
1530,%816 = OpExtInst %void %1 DebugDeclare %813 %p2 %44,,,,,,,,0,,,
,vec2 p2 = unpackHalf2x16(points[i]) - wpos;,813,Wait,298,Not Selected,199,Selected,132,0,,,26
1531,%818 = OpLoad %uint %i,,,,,,,,0,,,
1532,%819 = OpAccessChain %_ptr_StorageBuffer_uint %_ %int_0 %818,,,,,,,,0,,,
1533,%820 = OpLoad %uint %819,472,Wait,222,Not Selected,122,Math Pipe Throttle,66,72.03601694915254,3,102,26
1534,%821 = OpExtInst %v2float %4 UnpackHalf2x16 %820,189,Long Scoreboard,102,Selected,39,Not Selected,17,25,2,,25
1535,%822 = OpLoad %v2float %wpos,,,,,,,,0,,,
1536,%823 = OpFSub %v2float %821 %822,152,Not Selected,60,Wait,59,Selected,32,24.342105263157894,2,,26
1537,OpStore %p2 %823,,,,,,,,0,,,
1538,%825 = OpExtInst %void %1 DebugLine %33 %uint_115 %uint_115 %uint_0 %uint_0,,,,,,,,0,,,
,i++;,,,,,,,,,,,
1539,%824 = OpLoad %uint %i,,,,,,,,0,,,
1540,%827 = OpIAdd %uint %824 %int_1,,,,,,,,0,,,
1541,OpStore %i %827,,,,,,,,0,,,
1542,%830 = OpExtInst %void %1 DebugLine %33 %uint_116 %uint_116 %uint_0 %uint_0,,,,,,,,0,,,
,"area += curve_area(p0.x, p0.y, p1.x, p1.y, p2.x, p2.y, wdim.x, wdim.y);",422,Branch Resolving,245,Wait,80,No Instructions,55,0,,,22
1543,%829 = OpAccessChain %_ptr_Function_float %p0 %uint_0,,,,,,,,0,,,
1544,%832 = OpLoad %float %829,,,,,,,,0,,,
1545,OpStore %param_15 %832,,,,,,,,0,,,
1546,%834 = OpAccessChain %_ptr_Function_float %p0 %uint_1,,,,,,,,0,,,
1547,%835 = OpLoad %float %834,,,,,,,,0,,,
1548,OpStore %param_16 %835,,,,,,,,0,,,
1549,%837 = OpAccessChain %_ptr_Function_float %p1 %uint_0,,,,,,,,0,,,
1550,%838 = OpLoad %float %837,,,,,,,,0,,,
1551,OpStore %param_17 %838,,,,,,,,0,,,
1552,%840 = OpAccessChain %_ptr_Function_float %p1 %uint_1,,,,,,,,0,,,
1553,%841 = OpLoad %float %840,,,,,,,,0,,,
1554,OpStore %param_18 %841,,,,,,,,0,,,
1555,%843 = OpAccessChain %_ptr_Function_float %p2 %uint_0,,,,,,,,0,,,
1556,%844 = OpLoad %float %843,,,,,,,,0,,,
1557,OpStore %param_19 %844,,,,,,,,0,,,
1558,%846 = OpAccessChain %_ptr_Function_float %p2 %uint_1,,,,,,,,0,,,
1559,%847 = OpLoad %float %846,,,,,,,,0,,,
1560,OpStore %param_20 %847,,,,,,,,0,,,
1561,%849 = OpAccessChain %_ptr_Function_float %wdim %uint_0,,,,,,,,0,,,
1562,%850 = OpLoad %float %849,,,,,,,,0,,,
1563,OpStore %param_21 %850,,,,,,,,0,,,
1564,%852 = OpAccessChain %_ptr_Function_float %wdim %uint_1,,,,,,,,0,,,
1565,%853 = OpLoad %float %852,,,,,,,,0,,,
1566,OpStore %param_22 %853,,,,,,,,0,,,
1567,%854 = OpFunctionCall %float %curve_area_f1_f1_f1_f1_f1_f1_f1_f1_ %param_15 %param_16 %param_17 %param_18 %param_19 %param_20 %param_21 %param_22,,,,,,,,0,,,
1568,%855 = OpLoad %float %area_0,,,,,,,,0,,,
1569,%856 = OpFAdd %float %855 %854,422,Branch Resolving,245,Wait,80,No Instructions,55,71.91923990498812,2,,22
1570,OpStore %area_0 %856,,,,,,,,0,,,
1571,%858 = OpExtInst %void %1 DebugLine %33 %uint_117 %uint_117 %uint_0 %uint_0,,,,,,,,0,,,
,p0 = p2;,,,,,,,,,,,
1572,%857 = OpLoad %v2float %p2,,,,,,,,0,,,
1573,OpStore %p0 %857,,,,,,,,0,,,
1574,OpBranch %756,,,,,,,,0,,,
1575,%756 = OpLabel,,,,,,,,0,,,
1576,%861 = OpExtInst %void %1 DebugScope %129,,,,,,,,0,,,
1577,%862 = OpExtInst %void %1 DebugLine %33 %uint_104 %uint_104 %uint_0 %uint_0,,,,,,,,0,,,
,for (uint c = 0u; c < g.curveCount; c++),12,Selected,11,Dispatch Stall,1,,,0,,,25
1578,%860 = OpLoad %uint %c_0,,,,,,,,0,,,
1579,%863 = OpIAdd %uint %860 %int_1,12,Selected,11,Dispatch Stall,1,,,0,1,,25
1580,OpStore %c_0 %863,,,,,,,,0,,,
1581,OpBranch %753,,,,,,,,0,,,
1582,%755 = OpLabel,,,,,,,,0,,,
1583,%865 = OpExtInst %void %1 DebugScope %129,,,,,,,,0,,,
1584,%866 = OpExtInst %void %1 DebugLine %33 %uint_119 %uint_119 %uint_0 %uint_0,,,,,,,,0,,,
,return area / (wdim.x * wdim.y);,107,Wait,75,Selected,18,Short Scoreboard,12,0,,,13
1585,%864 = OpLoad %float %area_0,,,,,,,,0,,,
1586,%868 = OpAccessChain %_ptr_Function_float %wdim %uint_0,,,,,,,,0,,,
1587,%869 = OpLoad %float %868,,,,,,,,0,,,
1588,%870 = OpAccessChain %_ptr_Function_float %wdim %uint_1,,,,,,,,0,,,
1589,%871 = OpLoad %float %870,,,,,,,,0,,,
1590,%872 = OpFMul %float %869 %871,91,Wait,73,Selected,17,Not Selected,1,14,1,,13
1591,%873 = OpFDiv %float %864 %872,16,Short Scoreboard,12,Wait,2,Not Selected,1,0,2,12,13
1592,OpReturnValue %873,,,,,,,,0,,,
1593,OpFunctionEnd,,,,,,,,0,,,
1594,%em_box_vf4_vf2_vf2_vf2_vf2_ = OpFunction %void None %145,,,,,,,,0,,,
1595,%inv = OpFunctionParameter %_ptr_Function_v4float,,,,,,,,0,,,
1596,%rMin = OpFunctionParameter %_ptr_Function_v2float,,,,,,,,0,,,
1597,%rMax = OpFunctionParameter %_ptr_Function_v2float,,,,,,,,0,,,
1598,%lo = OpFunctionParameter %_ptr_Function_v2float,,,,,,,,0,,,
1599,%hi = OpFunctionParameter %_ptr_Function_v2float,,,,,,,,0,,,
1600,%153 = OpLabel,,,,,,,,0,,,
1601,%c10 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1602,%c01 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1603,%e00 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1604,%e11 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1605,%e10 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1606,%e01 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1607,%160 = OpExtInst %void %1 DebugScope %155,,,,,,,,0,,,
1608,%161 = OpExtInst %void %1 DebugLine %33 %uint_124 %uint_124 %uint_0 %uint_0,,,,,,,,0,,,
1609,%159 = OpExtInst %void %1 DebugDeclare %157 %inv %44,,,,,,,,0,,,
1610,%164 = OpExtInst %void %1 DebugDeclare %162 %rMin %44,,,,,,,,0,,,
1611,%167 = OpExtInst %void %1 DebugDeclare %165 %rMax %44,,,,,,,,0,,,
1612,%170 = OpExtInst %void %1 DebugDeclare %168 %lo %44,,,,,,,,0,,,
1613,%173 = OpExtInst %void %1 DebugDeclare %171 %hi %44,,,,,,,,0,,,
1614,%879 = OpExtInst %void %1 DebugFunctionDefinition %155 %em_box_vf4_vf2_vf2_vf2_vf2_,,,,,,,,0,,,
1615,%885 = OpExtInst %void %1 DebugLine %33 %uint_126 %uint_126 %uint_0 %uint_0,,,,,,,,0,,,
1616,%884 = OpExtInst %void %1 DebugDeclare %881 %c10 %44,,,,,,,,0,,,
,"vec2 c10 = vec2(rMax.x, rMin.y);",,,,,,,,,,,
1617,%886 = OpAccessChain %_ptr_Function_float %rMax %uint_0,,,,,,,,0,,,
1618,%887 = OpLoad %float %886,,,,,,,,0,,,
1619,%888 = OpAccessChain %_ptr_Function_float %rMin %uint_1,,,,,,,,0,,,
1620,%889 = OpLoad %float %888,,,,,,,,0,,,
1621,%890 = OpCompositeConstruct %v2float %887 %889,,,,,,,,0,,,
1622,OpStore %c10 %890,,,,,,,,0,,,
1623,%896 = OpExtInst %void %1 DebugLine %33 %uint_127 %uint_127 %uint_0 %uint_0,,,,,,,,0,,,
1624,%895 = OpExtInst %void %1 DebugDeclare %892 %c01 %44,,,,,,,,0,,,
,"vec2 c01 = vec2(rMin.x, rMax.y);",,,,,,,,,,,
1625,%897 = OpAccessChain %_ptr_Function_float %rMin %uint_0,,,,,,,,0,,,
1626,%898 = OpLoad %float %897,,,,,,,,0,,,
1627,%899 = OpAccessChain %_ptr_Function_float %rMax %uint_1,,,,,,,,0,,,
1628,%900 = OpLoad %float %899,,,,,,,,0,,,
1629,%901 = OpCompositeConstruct %v2float %898 %900,,,,,,,,0,,,
1630,OpStore %c01 %901,,,,,,,,0,,,
1631,%907 = OpExtInst %void %1 DebugLine %33 %uint_128 %uint_128 %uint_0 %uint_0,,,,,,,,0,,,
1632,%906 = OpExtInst %void %1 DebugDeclare %903 %e00 %44,,,,,,,,0,,,
,"vec2 e00 = vec2(dot(inv.xy, rMin), dot(inv.zw, rMin));",9214,Long Scoreboard,7050,Selected,997,Not Selected,622,0,,,23
1633,%908 = OpLoad %v4float %inv,,,,,,,,0,,,
1634,%909 = OpVectorShuffle %v2float %908 %908 0 1,,,,,,,,0,,,
1635,%910 = OpLoad %v2float %rMin,,,,,,,,0,,,
1636,%911 = OpDot %float %909 %910,8715,Long Scoreboard,7050,Not Selected,622,Wait,514,1599.469305794607,2,,23
1637,%912 = OpLoad %v4float %inv,,,,,,,,0,,,
1638,%913 = OpVectorShuffle %v2float %912 %912 2 3,,,,,,,,0,,,
1639,%914 = OpLoad %v2float %rMin,,,,,,,,0,,,
1640,%915 = OpDot %float %913 %914,499,Selected,494,Dispatch Stall,5,,,70.69138276553106,2,,23
1641,%916 = OpCompositeConstruct %v2float %911 %915,,,,,,,,0,,,
1642,OpStore %e00 %916,,,,,,,,0,,,
1643,%922 = OpExtInst %void %1 DebugLine %33 %uint_129 %uint_129 %uint_0 %uint_0,,,,,,,,0,,,
1644,%921 = OpExtInst %void %1 DebugDeclare %918 %e11 %44,,,,,,,,0,,,
,"vec2 e11 = vec2(dot(inv.xy, rMax), dot(inv.zw, rMax));",995,Selected,990,Dispatch Stall,5,,,0,,,24
1645,%923 = OpLoad %v4float %inv,,,,,,,,0,,,
1646,%924 = OpVectorShuffle %v2float %923 %923 0 1,,,,,,,,0,,,
1647,%925 = OpLoad %v2float %rMax,,,,,,,,0,,,
1648,%926 = OpDot %float %924 %925,475,Selected,474,Dispatch Stall,1,,,70.7642105263158,2,,24
1649,%927 = OpLoad %v4float %inv,,,,,,,,0,,,
1650,%928 = OpVectorShuffle %v2float %927 %927 2 3,,,,,,,,0,,,
1651,%929 = OpLoad %v2float %rMax,,,,,,,,0,,,
1652,%930 = OpDot %float %928 %929,520,Selected,516,Dispatch Stall,4,,,71.41153846153846,2,,24
1653,%931 = OpCompositeConstruct %v2float %926 %930,,,,,,,,0,,,
1654,OpStore %e11 %931,,,,,,,,0,,,
1655,%937 = OpExtInst %void %1 DebugLine %33 %uint_130 %uint_130 %uint_0 %uint_0,,,,,,,,0,,,
1656,%936 = OpExtInst %void %1 DebugDeclare %933 %e10 %44,,,,,,,,0,,,
,"vec2 e10 = vec2(dot(inv.xy, c10), dot(inv.zw, c10));",450,Selected,444,Dispatch Stall,6,,,0,,,24
1657,%938 = OpLoad %v4float %inv,,,,,,,,0,,,
1658,%939 = OpVectorShuffle %v2float %938 %938 0 1,,,,,,,,0,,,
1659,%940 = OpLoad %v2float %c10,,,,,,,,0,,,
1660,%941 = OpDot %float %939 %940,230,Selected,224,Dispatch Stall,6,,,40.37391304347826,1,,24
1661,%942 = OpLoad %v4float %inv,,,,,,,,0,,,
1662,%943 = OpVectorShuffle %v2float %942 %942 2 3,,,,,,,,0,,,
1663,%944 = OpLoad %v2float %c10,,,,,,,,0,,,
1664,%945 = OpDot %float %943 %944,220,Selected,220,,,,,24.15,1,,23
1665,%946 = OpCompositeConstruct %v2float %941 %945,,,,,,,,0,,,
1666,OpStore %e10 %946,,,,,,,,0,,,
1667,%952 = OpExtInst %void %1 DebugLine %33 %uint_131 %uint_131 %uint_0 %uint_0,,,,,,,,0,,,
1668,%951 = OpExtInst %void %1 DebugDeclare %948 %e01 %44,,,,,,,,0,,,
,"vec2 e01 = vec2(dot(inv.xy, c01), dot(inv.zw, c01));",521,Selected,518,Dispatch Stall,3,,,0,,,24
1669,%953 = OpLoad %v4float %inv,,,,,,,,0,,,
1670,%954 = OpVectorShuffle %v2float %953 %953 0 1,,,,,,,,0,,,
1671,%955 = OpLoad %v2float %c01,,,,,,,,0,,,
1672,%956 = OpDot %float %954 %955,281,Selected,278,Dispatch Stall,3,,,40.91103202846975,1,,24
1673,%957 = OpLoad %v4float %inv,,,,,,,,0,,,
1674,%958 = OpVectorShuffle %v2float %957 %957 2 3,,,,,,,,0,,,
1675,%959 = OpLoad %v2float %c01,,,,,,,,0,,,
1676,%960 = OpDot %float %958 %959,240,Selected,240,,,,,42,1,,23
1677,%961 = OpCompositeConstruct %v2float %956 %960,,,,,,,,0,,,
1678,OpStore %e01 %961,,,,,,,,0,,,
1679,%963 = OpExtInst %void %1 DebugLine %33 %uint_132 %uint_132 %uint_0 %uint_0,,,,,,,,0,,,
,"lo = min(min(e00, e11), min(e10, e01));",5173,Selected,1839,Wait,1575,Not Selected,1026,0,,,24
1680,%962 = OpLoad %v2float %e00,,,,,,,,0,,,
1681,%965 = OpLoad %v2float %e11,,,,,,,,0,,,
1682,%966 = OpExtInst %v2float %4 FMin %962 %965,2146,Wait,600,Selected,524,Not Selected,522,353.97856477166823,2,,24
1683,%967 = OpLoad %v2float %e10,,,,,,,,0,,,
1684,%968 = OpLoad %v2float %e01,,,,,,,,0,,,
1685,%969 = OpExtInst %v2float %4 FMin %967 %968,1440,Selected,519,Wait,454,Not Selected,325,207.89375,2,,23
1686,%970 = OpExtInst %v2float %4 FMin %966 %969,1587,Selected,796,Wait,521,Not Selected,179,207.6124763705104,3,,22
1687,OpStore %lo %970,,,,,,,,0,,,
1688,%972 = OpExtInst %void %1 DebugLine %33 %uint_133 %uint_133 %uint_0 %uint_0,,,,,,,,0,,,
,"hi = max(max(e00, e11), max(e10, e01));",27020,Not Selected,13357,Math Pipe Throttle,9196,Wait,2362,0,,,23
1689,%971 = OpLoad %v2float %e00,,,,,,,,0,,,
1690,%974 = OpLoad %v2float %e11,,,,,,,,0,,,
1691,%975 = OpExtInst %v2float %4 FMax %971 %974,804,Selected,470,Wait,252,Not Selected,57,121.63760896637609,2,,23
1692,%976 = OpLoad %v2float %e10,,,,,,,,0,,,
1693,%977 = OpLoad %v2float %e01,,,,,,,,0,,,
1694,%978 = OpExtInst %v2float %4 FMax %976 %977,10721,Not Selected,5627,Math Pipe Throttle,4004,Wait,520,1795.3824626865671,2,,23
1695,%979 = OpExtInst %v2float %4 FMax %975 %978,15495,Not Selected,7673,Math Pipe Throttle,5171,Wait,1590,1801.4801548886737,4,,20
1696,OpStore %hi %979,,,,,,,,0,,,
1697,%980 = OpExtInst %void %1 DebugLine %33 %uint_134 %uint_134 %uint_0 %uint_0,,,,,,,,0,,,
,},,,,,,,,,,,
1698,OpReturn,,,,,,,,0,,,
1699,OpFunctionEnd,,,,,,,,0,,,
1700,%shade_window_u1_vf2_vf2_ = OpFunction %v4float None %176,,,,,,,,0,,,
1701,%idx = OpFunctionParameter %_ptr_Function_uint,,,,,,,,0,,,
1702,%rMin_0 = OpFunctionParameter %_ptr_Function_v2float,,,,,,,,0,,,
1703,%rMax_0 = OpFunctionParameter %_ptr_Function_v2float,,,,,,,,0,,,
1704,%182 = OpLabel,,,,,,,,0,,,
1705,%gi = OpVariable %_ptr_Function_GlyphInstance Function,,,,,,,,0,,,
1706,%g_0 = OpVariable %_ptr_Function_GlyphEntry Function,,,,,,,,0,,,
1707,%lo_0 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1708,%hi_0 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1709,%param_23 = OpVariable %_ptr_Function_v4float Function,,,,,,,,0,,,
1710,%param_24 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1711,%param_25 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1712,%param_26 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1713,%param_27 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1714,%cov = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1715,%param_28 = OpVariable %_ptr_Function_GlyphEntry Function,,,,,,,,0,,,
1716,%param_29 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1717,%param_30 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1718,%189 = OpExtInst %void %1 DebugScope %184,,,,,,,,0,,,
1719,%190 = OpExtInst %void %1 DebugLine %33 %uint_138 %uint_138 %uint_0 %uint_0,,,,,,,,0,,,
1720,%188 = OpExtInst %void %1 DebugDeclare %186 %idx %44,,,,,,,,0,,,
1721,%192 = OpExtInst %void %1 DebugDeclare %191 %rMin_0 %44,,,,,,,,0,,,
1722,%194 = OpExtInst %void %1 DebugDeclare %193 %rMax_0 %44,,,,,,,,0,,,
1723,%982 = OpExtInst %void %1 DebugFunctionDefinition %184 %shade_window_u1_vf2_vf2_,,,,,,,,0,,,
1724,%1002 = OpExtInst %void %1 DebugLine %33 %uint_140 %uint_140 %uint_0 %uint_0,,,,,,,,0,,,
1725,%1001 = OpExtInst %void %1 DebugDeclare %999 %gi %44,,,,,,,,0,,,
,GlyphInstance gi = instances[idx];,111137,Not Selected,54050,Math Pipe Throttle,35672,Long Scoreboard,9296,0,,,22
1726,%1022 = OpLoad %uint %idx,,,,,,,,0,,,
1727,%1025 = OpAccessChain %_ptr_StorageBuffer_GlyphInstance_0 %__0 %int_0 %1022,,,,,,,,0,,,
1728,%1026 = OpLoad %GlyphInstance_0 %1025,111137,Not Selected,54050,Math Pipe Throttle,35672,Long Scoreboard,9296,15119.485603224877,27,22216,22
1729,%1027 = OpCopyLogical %GlyphInstance %1026,,,,,,,,0,,,
1730,OpStore %gi %1027,,,,,,,,0,,,
1731,%1032 = OpExtInst %void %1 DebugLine %33 %uint_141 %uint_141 %uint_0 %uint_0,,,,,,,,0,,,
1732,%1031 = OpExtInst %void %1 DebugDeclare %1029 %g_0 %44,,,,,,,,0,,,
,GlyphEntry g = glyphs[gi.glyphID];,32460,Not Selected,12255,Wait,7422,Math Pipe Throttle,7356,0,,,23
1733,%1053 = OpAccessChain %_ptr_Function_uint %gi %int_3,,,,,,,,0,,,
1734,%1054 = OpLoad %uint %1053,,,,,,,,0,,,
1735,%1057 = OpAccessChain %_ptr_StorageBuffer_GlyphEntry_0 %__1 %int_0 %1054,,,,,,,,0,,,
1736,%1058 = OpLoad %GlyphEntry_0 %1057,32460,Not Selected,12255,Wait,7422,Math Pipe Throttle,7356,5252.157424522489,16,5481,23
1737,%1059 = OpCopyLogical %GlyphEntry %1058,,,,,,,,0,,,
1738,OpStore %g_0 %1059,,,,,,,,0,,,
1739,%1061 = OpExtInst %void %1 DebugLine %33 %uint_142 %uint_142 %uint_0 %uint_0,,,,,,,,0,,,
,if (g.curveCount == 0u),30424,Not Selected,12298,Math Pipe Throttle,8880,Long Scoreboard,5337,0,,,18
1740,%1060 = OpAccessChain %_ptr_Function_uint %g_0 %int_1,,,,,,,,0,,,
1741,%1063 = OpLoad %uint %1060,,,,,,,,0,,,
1742,%1064 = OpIEqual %bool %1063 %uint_0,16046,Not Selected,6181,Long Scoreboard,5337,Math Pipe Throttle,4226,1757.4624493611716,1,,18
1743,OpSelectionMerge %1066 None,,,,,,,,0,,,
1744,OpBranchConditional %1064 %1065 %1066,14378,Not Selected,6117,Math Pipe Throttle,4654,Wait,2753,1805.2225622478786,3,,17
1745,%1065 = OpLabel,,,,,,,,0,,,
1746,%1068 = OpExtInst %void %1 DebugScope %184,,,,,,,,0,,,
1747,%1069 = OpExtInst %void %1 DebugLine %33 %uint_143 %uint_143 %uint_0 %uint_0,,,,,,,,0,,,
,return vec4(0.0);,,,,,,,,,,,
1748,OpReturnValue %1067,,,,,,,,0,,,
1749,%1066 = OpLabel,,,,,,,,0,,,
1750,%1073 = OpExtInst %void %1 DebugScope %184,,,,,,,,0,,,
1751,%1074 = OpExtInst %void %1 DebugLine %33 %uint_145 %uint_145 %uint_0 %uint_0,,,,,,,,0,,,
,"em_box(gi.inv, rMin - gi.origin, rMax - gi.origin, lo, hi);",4230,Long Scoreboard,2935,Selected,966,Not Selected,300,0,,,24
1752,%1072 = OpLoad %v2float %rMin_0,,,,,,,,0,,,
1753,%1077 = OpAccessChain %_ptr_Function_v2float %gi %int_2,,,,,,,,0,,,
1754,%1078 = OpLoad %v2float %1077,,,,,,,,0,,,
1755,%1079 = OpFSub %v2float %1072 %1078,3722,Long Scoreboard,2935,Selected,463,Not Selected,300,601.9758194519076,2,,24
1756,%1080 = OpLoad %v2float %rMax_0,,,,,,,,0,,,
1757,%1081 = OpAccessChain %_ptr_Function_v2float %gi %int_2,,,,,,,,0,,,
1758,%1082 = OpLoad %v2float %1081,,,,,,,,0,,,
1759,%1083 = OpFSub %v2float %1080 %1082,508,Selected,503,Dispatch Stall,5,,,71.60629921259843,2,,24
1760,%1086 = OpExtInst %void %1 DebugDeclare %1085 %lo_0 %44,,,,,,,,0,,,
1761,%1089 = OpExtInst %void %1 DebugDeclare %1088 %hi_0 %44,,,,,,,,0,,,
1762,%1091 = OpAccessChain %_ptr_Function_v4float %gi %int_0,,,,,,,,0,,,
1763,%1092 = OpLoad %v4float %1091,,,,,,,,0,,,
1764,OpStore %param_23 %1092,,,,,,,,0,,,
1765,OpStore %param_24 %1079,,,,,,,,0,,,
1766,OpStore %param_25 %1083,,,,,,,,0,,,
1767,%1097 = OpFunctionCall %void %em_box_vf4_vf2_vf2_vf2_vf2_ %param_23 %param_24 %param_25 %param_26 %param_27,,,,,,,,0,,,
1768,%1098 = OpLoad %v2float %param_26,,,,,,,,0,,,
1769,OpStore %lo_0 %1098,,,,,,,,0,,,
1770,%1099 = OpLoad %v2float %param_27,,,,,,,,0,,,
1771,OpStore %hi_0 %1099,,,,,,,,0,,,
1772,%1101 = OpExtInst %void %1 DebugLine %33 %uint_146 %uint_146 %uint_0 %uint_0,,,,,,,,0,,,
,if (lo.x >= g.bboxMax.x || hi.x <= g.bboxMin.x || lo.y >= g.bboxMax.y || hi.y <= g.bboxMin.y),19051,Not Selected,8620,Math Pipe Throttle,6169,Wait,2818,0,,,23
1773,%1100 = OpAccessChain %_ptr_Function_float %lo_0 %uint_0,,,,,,,,0,,,
1774,%1103 = OpLoad %float %1100,,,,,,,,0,,,
1775,%1104 = OpAccessChain %_ptr_Function_float %g_0 %int_3 %uint_0,,,,,,,,0,,,
1776,%1105 = OpLoad %float %1104,,,,,,,,0,,,
1777,%1106 = OpFOrdGreaterThanEqual %bool %1103 %1105,7974,Not Selected,4352,Math Pipe Throttle,3006,Selected,264,1053.2175821419614,1,,21
